=================== ========= ==== ======================== ===========================================================================================================================================================
date/time           short_uid id   plan                     args                                                                                                                                                       
2018-02-12 15:21:12 520a9777  627  myfly                                                                                                                                                                               
2018-02-12 17:17:59 4fcd1692  628  myfly                                                                                                                                                                               
2018-02-12 17:23:14 29d068ec  629  myfly                                                                                                                                                                               
2018-02-12 17:44:06 7114885a  630  myfly                                                                                                                                                                               
2018-02-13 09:17:44 4e81270f  631  myfly                                                                                                                                                                               
2018-02-13 09:18:41 62ae0c28  632  myfly                                                                                                                                                                               
2018-02-13 09:21:33 e06dc736  633  fly                                                                                                                                                                                 
2018-02-13 09:22:02 55ef2fa2  634  fly                                                                                                                                                                                 
2018-02-13 09:22:36 87f03f8f  635  myfly                                                                                                                                                                               
2018-02-13 09:23:33 f8c6ad70  636  myfly                                                                                                                                                                               
2018-02-13 09:38:33 61f516ce  637  myfly                                                                                                                                                                               
2018-02-13 09:54:10 1eedeb5e  638  myfly                                                                                                                                                                               
2018-02-13 09:56:18 e43bd164  639  myfly                                                                                                                                                                               
2018-02-13 09:57:47 577a582f  640  myfly                                                                                                                                                                               
2018-02-13 09:58:32 74053bd0  641  myfly                                                                                                                                                                               
2018-02-13 09:59:47 52f82a9b  642  myfly                                                                                                                                                                               
2018-02-13 10:21:03 57662b97  643  myfly                                                                                                                                                                               
2018-02-13 10:23:57 6c6c2232  644  myfly                                                                                                                                                                               
2018-02-13 10:29:51 b8c81e35  645  myfly                                                                                                                                                                               
2018-02-13 10:32:18 feec5dcf  646  myfly                                                                                                                                                                               
2018-02-14 12:31:45 2572ce36  647  count                    detectors=['sc2'], num=1                                                                                                                                   
2018-02-14 12:33:18 2a7c4b3f  648  count                    detectors=['sc2'], num=1                                                                                                                                   
2018-02-14 12:40:47 e9c7c13a  649  count                    detectors=['sc2'], num=1                                                                                                                                   
2018-02-14 12:42:24 3901e0b0  650  count                    detectors=['sc2'], num=1                                                                                                                                   
2018-02-14 12:44:20 e965b6f3  651  count                    detectors=['sc2'], num=1                                                                                                                                   
2018-02-14 12:50:02 ab4a9a3b  652  count                    detectors=['sc2'], num=1                                                                                                                                   
2018-02-14 12:54:12 7412a0d8  653  count                    detectors=['sc2'], num=1                                                                                                                                   
2018-02-14 12:54:29 8f527293  654  count                    detectors=['sc2'], num=1                                                                                                                                   
2018-02-14 12:54:40 60976135  655  count                    detectors=['sc2'], num=1                                                                                                                                   
2018-02-15 15:35:39 446e2dd2  656  myfly                                                                                                                                                                               
2018-02-15 15:36:46 5a7e0cbc  657  myfly                                                                                                                                                                               
2018-02-15 15:37:55 45314578  658  myfly                                                                                                                                                                               
2018-02-15 15:41:26 b4c851c4  659  myfly                                                                                                                                                                               
2018-02-23 16:48:58 70be8a1e  660  scan_nd                  detectors=['det1'], cycler=cycler(SynAxis(prefix='', name='motor1', read_attrs=['readback', 'setpoint'], configuration_attrs=[]), [1, 2, 3]), per_step=None
2018-02-25 22:04:00 1e6c1358  664  rel_scan                 detectors=['det1'], num=11, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                              
2018-02-25 22:07:55 b47b6125  665  rel_scan                 detectors=['mydet'], num=11, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-02-25 22:08:53 82ae1ccd  666  rel_scan                 detectors=['mydet'], num=81, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-02-25 22:09:40 3c318bea  667  rel_scan                 detectors=['mydet'], num=81, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-02-25 22:11:07 ddfff820  668  rel_scan                 detectors=['mydet'], num=81, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-02-25 22:11:29 f8a6e9d0  669  rel_scan                 detectors=['mydet'], num=81, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-02-25 22:16:55 35229b01  670  rel_scan                 detectors=['mydet'], num=81, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-02-25 22:18:31 fcf951be  671  rel_scan                 detectors=['mydet'], num=81, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-02-26 08:07:19 9cded225  672  rel_scan                 detectors=['mydet'], num=11, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-02-26 08:07:57 b87dabff  673  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-02-26 08:09:15 4b9374e5  674  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-02-26 08:11:19 6189cb25  675  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-02-26 08:13:27 2af7ce4e  676  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-02-26 08:15:26 30e99bfc  677  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-02-26 16:40:24 48a6a66d  678  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-02-26 17:01:30 1f1b2e73  679  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 17:09:13 bd7dd393  680  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 17:10:29 b042898c  681  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 17:11:25 a154bcd9  682  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 17:44:24 f554a1dd  683  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 17:44:43 a90b2d86  684  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 17:48:51 00372526  685  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 17:50:19 58ad420c  686  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 17:52:14 1af9856e  687  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 17:53:05 111a5af3  688  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 17:53:29 7f27e39e  689  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 17:57:44 31ae8119  690  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 18:01:54 d81ba769  691  rel_scan                 detectors=['spvoigt'], num=71, motor=['m1'], start=-1, stop=1, per_step=None                                                                               
2018-03-01 18:03:11 348fcf6e  692  rel_scan                 detectors=['spvoigt'], num=71, motor=['m1'], start=-1, stop=1, per_step=None                                                                               
2018-03-01 18:04:54 4cc258de  693  rel_scan                 detectors=['spvoigt'], num=71, motor=['m1'], start=-1, stop=1, per_step=None                                                                               
2018-03-01 18:05:33 1bc86abe  694  rel_scan                 detectors=['spvoigt'], num=71, motor=['m1'], start=-1, stop=1, per_step=None                                                                               
2018-03-01 18:08:01 9ae44d11  695  multi_tune                                                                                                                                                                          
2018-03-01 18:08:55 088ed6e7  696  rel_scan                 detectors=['spvoigt'], num=71, motor=['m1'], start=-1, stop=1, per_step=None                                                                               
2018-03-01 18:10:15 df8a3903  697  rel_scan                 detectors=['spvoigt'], num=121, motor=['m1'], start=-1, stop=1, per_step=None                                                                              
2018-03-01 18:11:15 a050ad76  698  rel_scan                 detectors=['spvoigt'], num=121, motor=['m1'], start=-1, stop=1, per_step=None                                                                              
2018-03-01 18:15:44 cb921f2c  699  rel_scan                 detectors=['spvoigt'], num=41, motor=['m1'], start=-1, stop=1, per_step=None                                                                               
2018-03-01 18:25:57 927eaa3a  700  rel_scan                 detectors=['spvoigt'], num=71, motor=['m1'], start=-1, stop=1, per_step=None                                                                               
2018-03-01 18:27:36 bc976a89  701  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 18:29:00 51405ec6  702  rel_scan                 detectors=['spvoigt'], num=71, motor=['m1'], start=-1, stop=1, per_step=None                                                                               
2018-03-01 18:34:43 39b8d4d0  703  rel_scan                 detectors=['spvoigt'], num=71, motor=['m1'], start=-1, stop=1, per_step=None                                                                               
2018-03-01 18:35:17 c143a5a3  704  rel_scan                 detectors=['spvoigt'], num=71, motor=['m1'], start=-1, stop=1, per_step=None                                                                               
2018-03-01 18:40:28 d42d6501  705  rel_scan                 detectors=['spvoigt'], num=71, motor=['m1'], start=-1, stop=1, per_step=None                                                                               
2018-03-01 18:42:09 c9b2dae2  706  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 18:42:20 97a50a54  707  rel_scan                 detectors=['spvoigt'], num=71, motor=['m1'], start=-1, stop=1, per_step=None                                                                               
2018-03-01 18:43:39 e77a3c19  708  rel_scan                 detectors=['spvoigt'], num=71, motor=['m1'], start=-1, stop=1, per_step=None                                                                               
2018-03-01 18:44:03 41ab30a4  709  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 18:44:08 59befb4a  710  rel_scan                 detectors=['spvoigt'], num=71, motor=['m1'], start=-1, stop=1, per_step=None                                                                               
2018-03-01 18:46:46 f4d95e67  711  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 18:46:52 ed2c0218  712  rel_scan                 detectors=['spvoigt'], num=71, motor=['m1'], start=-1, stop=1, per_step=None                                                                               
2018-03-01 18:48:00 02015fb9  713  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-01 18:48:05 2c376a58  714  rel_scan                 detectors=['spvoigt'], num=71, motor=['m1'], start=-1, stop=1, per_step=None                                                                               
2018-03-02 09:03:53 957cd500  715  count                    detectors=['spvoigt'], num=5                                                                                                                               
2018-03-02 09:04:33 6c7fcaab  716  count                    detectors=['mydet'], num=5                                                                                                                                 
2018-03-02 09:13:19 3da52187  717  rel_scan                 detectors=['scaler'], num=31, motor=['m2'], start=-1, stop=1, per_step=None                                                                                
2018-03-02 09:14:18 c01b7a92  718  rel_scan                 detectors=['calcs_calc3'], num=61, motor=['m3'], start=-0.5, stop=0.5, per_step=None                                                                       
2018-03-02 09:16:57 d5fa3dd3  719  rel_scan                 detectors=['calcs_calc3'], num=61, motor=['m3'], start=-0.5, stop=0.5, per_step=None                                                                       
2018-03-02 09:24:19 34c99c8b  720  rel_scan                 detectors=['calcs_calc3'], num=61, motor=['m3'], start=-0.5, stop=0.5, per_step=None                                                                       
2018-03-02 10:08:15 a2b492fb  721  TuneAxis.tune            detectors=['calcs_calc3_val'], num=31, motor=['m3'], start=-0.25, stop=0.25, per_step=None                                                                 
2018-03-02 10:09:49 a3ea3f55  722  TuneAxis.tune            detectors=['calcs_calc3_val'], num=31, motor=['m3'], start=-0.15, stop=0.35, per_step=None                                                                 
2018-03-02 10:10:00 1626fc0a  723  TuneAxis.tune            detectors=['calcs_calc3_val'], num=31, motor=['m3'], start=-0.38, stop=0.12, per_step=None                                                                 
2018-03-02 10:10:23 85ea6e7b  724  TuneAxis.tune            detectors=['calcs_calc3_val'], num=31, motor=['m3'], start=-0.275, stop=-0.024999999999999994, per_step=None                                               
2018-03-02 10:11:02 c29a6717  725  TuneAxis.tune            detectors=['calcs_calc3_val'], num=61, motor=['m3'], start=-0.2, stop=-0.09999999999999999, per_step=None                                                  
2018-03-02 10:12:24 03914345  726  TuneAxis.tune            detectors=['calcs_calc3_val'], num=61, motor=['m3'], start=-0.05, stop=0.05, per_step=None                                                                 
2018-03-02 10:12:50 1bf45096  727  TuneAxis.tune            detectors=['calcs_calc3_val'], num=61, motor=['m3'], start=-0.05, stop=0.05, per_step=None                                                                 
2018-03-02 10:13:01 62f8bd5b  728  TuneAxis.tune            detectors=['calcs_calc3_val'], num=61, motor=['m3'], start=-0.2005, stop=-0.10049999999999999, per_step=None                                               
2018-03-02 10:13:11 d7ac8d73  729  TuneAxis.tune            detectors=['calcs_calc3_val'], num=61, motor=['m3'], start=-0.20024999999999998, stop=-0.10024999999999999, per_step=None                                  
2018-03-02 10:13:20 7eaa237a  730  TuneAxis.tune            detectors=['calcs_calc3_val'], num=61, motor=['m3'], start=-0.1995, stop=-0.09949999999999999, per_step=None                                               
2018-03-02 10:13:44 59de97ec  731  TuneAxis.tune            detectors=['calcs_calc3_val'], num=61, motor=['m3'], start=-0.05, stop=0.05, per_step=None                                                                 
2018-03-02 10:19:18 7033b55b  732  TuneAxis.tune            detectors=['calcs_calc3_val'], num=61, motor=['m3'], start=-0.05, stop=0.05, per_step=None                                                                 
2018-03-02 10:23:59 6fb30707  733  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-02 10:24:19 9efe403f  734  rel_scan                 detectors=['mydet'], num=71, motor=['myaxis'], start=-1, stop=1, per_step=None                                                                             
2018-03-02 10:26:10 709af6d4  735  TuneAxis.tune            detectors=['calcs_calc3_val'], num=61, motor=['m3'], start=-0.05, stop=0.05, per_step=None                                                                 
2018-03-02 10:26:27 2d910f7d  736  TuneAxis.tune            detectors=['calcs_calc3_val'], num=61, motor=['m3'], start=-0.19974999999999998, stop=-0.09974999999999999, per_step=None                                  
2018-03-02 10:26:54 ad5ba35a  737  TuneAxis.tune            detectors=['calcs_calc3_val'], num=61, motor=['m3'], start=-0.05, stop=0.05, per_step=None                                                                 
2018-03-02 10:27:00 7ac1676b  738  TuneAxis.tune            detectors=['calcs_calc3_val'], num=61, motor=['m3'], start=-0.2005, stop=-0.10049999999999999, per_step=None                                               
2018-03-02 10:27:16 69a81bc7  739  TuneAxis.tune            detectors=['calcs_calc3_val'], num=61, motor=['m3'], start=-0.05, stop=0.05, per_step=None                                                                 
2018-03-02 10:27:23 1b7cba87  740  TuneAxis.tune            detectors=['calcs_calc3_val'], num=61, motor=['m3'], start=-0.20024999999999998, stop=-0.10024999999999999, per_step=None                                  
2018-03-02 11:50:47 1de07cf2  741  TuneAxis.tune            detectors=['calcs_calc3_val'], num=31, motor=['m3'], start=-0.40025, stop=0.09975, per_step=None                                                           
2018-03-02 11:51:38 eeb567f8  742  TuneAxis.tune            detectors=['calcs_calc3_val'], num=31, motor=['m3'], start=-0.25, stop=0.25, per_step=None                                                                 
2018-03-02 11:52:02 d5f1f27f  743  TuneAxis.tune            detectors=['calcs_calc3_val'], num=31, motor=['m3'], start=-0.25, stop=-0.04999999999999999, per_step=None                                                 
2018-03-02 11:55:34 521b7b6c  744  TuneAxis.tune            detectors=['mydet'], num=41, motor=['myaxis'], start=-1.0, stop=1.0, per_step=None                                                                         
2018-03-02 11:56:30 cf985627  745  TuneAxis.tune            detectors=['mydet'], num=41, motor=['myaxis'], start=0.0, stop=2.0, per_step=None                                                                          
2018-03-02 12:10:43 fd0308be  746  TuneAxis.tune            detectors=['mydet'], num=41, motor=['myaxis'], start=-1.0, stop=1.0, per_step=None                                                                         
2018-03-02 12:11:09 443069b5  747  TuneAxis.tune            detectors=['spvoigt'], num=41, motor=['m1'], start=-2.48, stop=-0.48, per_step=None                                                                        
2018-03-02 12:11:30 f2a0b08c  748  TuneAxis.tune            detectors=['scaler'], num=41, motor=['m2'], start=-1.0, stop=1.0, per_step=None                                                                            
2018-03-02 12:12:39 deed8f6f  749  TuneAxis.tune            detectors=['calcs_calc3_val'], num=31, motor=['m3'], start=-0.4, stop=0.1, per_step=None                                                                   
2018-03-02 12:22:40 3b6837a8  750  TuneAxis.tune            detectors=['mydet'], num=41, motor=['myaxis'], start=-1.0, stop=1.0, per_step=None                                                                         
2018-03-02 12:22:41 712e9fc1  751  TuneAxis.tune            detectors=['spvoigt'], num=41, motor=['m1'], start=-2.48, stop=-0.48, per_step=None                                                                        
2018-03-02 12:22:56 3d095e05  752  TuneAxis.tune            detectors=['scaler'], num=41, motor=['m2'], start=-1.0, stop=1.0, per_step=None                                                                            
2018-03-02 12:23:59 ae79a488  753  TuneAxis.tune            detectors=['calcs_calc3'], num=31, motor=['m3'], start=-0.4, stop=0.1, per_step=None                                                                       
2018-03-02 12:25:23 e7809aa9  754  TuneAxis.tune            detectors=['scaler'], num=41, motor=['m2'], start=-1.0, stop=1.0, per_step=None                                                                            
2018-03-02 12:26:47 4a5e3910  755  TuneAxis.tune            detectors=['mydet'], num=81, motor=['myaxis'], start=-1.0, stop=1.0, per_step=None                                                                         
2018-03-02 12:26:49 56995ed5  756  TuneAxis.tune            detectors=['spvoigt'], num=41, motor=['m1'], start=-2.1100000000000003, stop=-0.1100000000000001, per_step=None                                            
2018-03-02 12:27:04 f1c78cc5  757  TuneAxis.tune            detectors=['scaler'], num=10, motor=['m2'], start=-1.0, stop=1.0, per_step=None                                                                            
2018-03-02 12:27:23 3707646a  758  TuneAxis.tune            detectors=['calcs_calc3'], num=31, motor=['m3'], start=-0.4, stop=0.1, per_step=None                                                                       
2018-03-02 12:33:33 6f31b69f  759  TuneAxis.tune            detectors=['mydet'], num=81, motor=['myaxis'], start=-1.0, stop=1.0, per_step=None                                                                         
2018-03-02 12:33:34 d1d6e931  760  TuneAxis.tune            detectors=['spvoigt'], num=41, motor=['m1'], start=-2.16, stop=-0.15999999999999992, per_step=None                                                         
2018-03-02 12:33:49 36756ec9  761  TuneAxis.tune            detectors=['scaler'], num=10, motor=['m2'], start=-1.0, stop=1.0, per_step=None                                                                            
2018-03-02 12:34:09 12fa12c1  762  TuneAxis.tune            detectors=['calcs_calc3'], num=31, motor=['m3'], start=-0.4, stop=0.1, per_step=None                                                                       
2018-03-02 13:13:50 1e78820c  763  TuneAxis.tune            detectors=['mydet'], num=81, motor=['myaxis'], start=-1.0, stop=1.0, per_step=None                                                                         
2018-03-02 13:13:52 f40122c9  764  TuneAxis.tune            detectors=['spvoigt'], num=41, motor=['m1'], start=-1.0, stop=1.0, per_step=None                                                                           
2018-03-02 13:14:10 3948b06b  765  TuneAxis.tune            detectors=['scaler'], num=10, motor=['m2'], start=-1.0, stop=1.0, per_step=None                                                                            
2018-03-02 13:14:30 8e385c4f  766  TuneAxis.tune            detectors=['calcs_calc3'], num=31, motor=['m3'], start=-0.25, stop=0.25, per_step=None                                                                     
2018-03-02 13:15:03 64ec3ff0  767  TuneAxis.tune            detectors=['spvoigt'], num=41, motor=['m1'], start=-1.0, stop=1.0, per_step=None                                                                           
2018-03-02 13:15:22 301276e8  768  TuneAxis.tune            detectors=['spvoigt'], num=41, motor=['m1'], start=-2.0, stop=2.0, per_step=None                                                                           
2018-03-02 13:15:49 f7b90d74  769  TuneAxis.tune            detectors=['spvoigt'], num=41, motor=['m1'], start=-2.0, stop=-1.0, per_step=None                                                                          
2018-03-02 14:19:19 b494ac9b  770  TuneAxis.tune            detectors=['mydet'], num=81, motor=['myaxis'], start=-1.0, stop=1.0, per_step=None                                                                         
2018-03-02 14:19:20 cbf67fea  771  TuneAxis.tune            detectors=['spvoigt'], num=41, motor=['m1'], start=-2.49, stop=-0.49, per_step=None                                                                        
2018-03-02 14:19:35 0dc8303a  772  TuneAxis.tune            detectors=['scaler'], num=10, motor=['m2'], start=-1.0, stop=1.0, per_step=None                                                                            
2018-03-02 14:19:54 3a065318  773  TuneAxis.tune            detectors=['calcs_calc3'], num=31, motor=['m3'], start=-0.40025, stop=0.09975, per_step=None                                                               
2018-03-02 14:39:00 1b7bad6b  774  TuneAxis.tune            detectors=['mydet'], num=81, motor=['myaxis'], start=-1.0, stop=1.0, per_step=None                                                                         
2018-03-02 14:39:02 3da3fb26  775  TuneAxis.tune            detectors=['spvoigt'], num=41, motor=['m1'], start=-2.19, stop=-0.18999999999999995, per_step=None                                                         
2018-03-02 14:39:17 a697759f  776  TuneAxis.tune            detectors=['scaler'], num=10, motor=['m2'], start=-1.0, stop=1.0, per_step=None                                                                            
2018-03-02 14:39:36 355063c1  777  TuneAxis.tune            detectors=['calcs_calc3'], num=31, motor=['m3'], start=-0.4, stop=0.1, per_step=None                                                                       
2018-03-02 14:41:59 5e8c5a34  778  TuneAxis.tune            detectors=['mydet'], num=81, motor=['myaxis'], start=-0.7899871498653571, stop=1.210012850134643, per_step=None                                            
2018-03-02 14:42:00 77f88ab1  779  TuneAxis.tune            detectors=['spvoigt'], num=41, motor=['m1'], start=-2.34, stop=-0.3400000000000001, per_step=None                                                          
2018-03-02 14:42:15 f2175868  780  TuneAxis.tune            detectors=['scaler'], num=10, motor=['m2'], start=-1.0, stop=1.0, per_step=None                                                                            
2018-03-02 14:42:34 7001e5cb  781  TuneAxis.tune            detectors=['calcs_calc3'], num=31, motor=['m3'], start=-0.4, stop=0.1, per_step=None                                                                       
2018-03-02 14:47:04 1a58a929  782  TuneAxis.tune            detectors=['mydet'], num=81, motor=['myaxis'], start=-1.0, stop=1.0, per_step=None                                                                         
2018-03-02 14:47:06 71e3d41c  783  TuneAxis.tune            detectors=['spvoigt'], num=41, motor=['m1'], start=-2.34, stop=-0.3400000000000001, per_step=None                                                          
2018-03-02 14:47:20 c2c81b0f  784  TuneAxis.tune            detectors=['scaler'], num=10, motor=['m2'], start=-1.0, stop=1.0, per_step=None                                                                            
2018-03-02 14:47:40 124352ed  785  TuneAxis.tune            detectors=['calcs_calc3'], num=31, motor=['m3'], start=-0.39975, stop=0.10025, per_step=None                                                               
2018-03-02 14:51:35 cd77ad7e  786  TuneAxis.tune            detectors=['mydet'], num=81, motor=['myaxis'], start=-1.0, stop=1.0, per_step=None                                                                         
2018-03-02 14:51:37 a97d8439  787  TuneAxis.tune            detectors=['spvoigt'], num=41, motor=['m1'], start=-2.12, stop=-0.1200000000000001, per_step=None                                                          
2018-03-02 14:51:51 29b55afd  788  TuneAxis.tune            detectors=['calcs_calc3'], num=31, motor=['m3'], start=-0.4, stop=0.1, per_step=None                                                                       
2018-03-02 15:19:41 eeecf5b8  789  TuneAxis.tune            detectors=['mydet'], num=81, motor=['myaxis'], start=-1.0, stop=1.0, per_step=None                                                                         
2018-03-02 15:19:43 d4965c07  790  TuneAxis.tune            detectors=['spvoigt'], num=41, motor=['m1'], start=-2.17, stop=-0.16999999999999993, per_step=None                                                         
2018-03-02 15:19:57 3bdc1e8e  791  TuneAxis.tune            detectors=['calcs_calc3'], num=31, motor=['m3'], start=-0.39975, stop=0.10025, per_step=None                                                               
2018-03-04 16:17:49 9f897e52  792  TuneAxis.tune            detectors=['sc2'], num=10, motor=['m1'], start=1.5, stop=2.5, per_step=None                                                                                
2018-03-04 16:39:27 ccb1a4b9  793  TuneAxis.tune            detectors=['sc2'], num=10, motor=['m1'], start=1.0, stop=2.0, per_step=None                                                                                
2018-03-04 16:41:09 b9e355b4  794  TuneAxis.tune            detectors=['sc2'], num=21, motor=['m1'], start=-0.7000000000000002, stop=3.7, per_step=None                                                                
2018-03-04 16:43:17 f9eb3bcd  795  TuneAxis.tune            detectors=['sc2'], num=21, motor=['m1'], start=-0.7000000000000002, stop=3.7, per_step=None                                                                
2018-03-04 16:48:44 c3a28109  796  TuneAxis.tune            detectors=['sc2'], num=21, motor=['m1'], start=-0.07499999999999996, stop=3.075, per_step=None                                                             
2018-03-04 16:50:21 94c0ba5f  797  TuneAxis.tune            detectors=['sc2'], num=21, motor=['m1'], start=-0.07499999999999996, stop=3.075, per_step=None                                                             
2018-03-16 12:16:56 ea58170c  798  TuneAxis.tune            detectors=['spvoigt'], num=41, args=['m1', -1.0, 1.0], per_step=None                                                                                       
2018-03-16 12:17:49 568ce01c  799  TuneAxis.tune            detectors=['spvoigt'], num=41, args=['m1', -2.0, 0.0], per_step=None                                                                                       
2018-03-16 12:18:43 f6304069  800  TuneAxis.tune            detectors=['spvoigt'], num=41, args=['m1', -1.5999999999999999, -1.3], per_step=None                                                                       
2018-03-16 12:19:12 d382447f  801  TuneAxis.tune            detectors=['spvoigt'], num=41, args=['m1', -1.49, -1.39], per_step=None                                                                                    
2018-03-16 12:20:37 f1eeb72a  802  TuneAxis.tune            detectors=['spvoigt'], num=43, args=['m1', -1.48, -1.38], per_step=None                                                                                    
2018-03-16 12:21:53 34ef7e3b  803  TuneAxis.tune            detectors=['spvoigt'], num=143, args=['m1', -1.477, -1.397], per_step=None                                                                                 
2018-04-17 07:59:09 b39f2eec  804  fly                                                                                                                                                                                 
2018-04-17 08:00:11 8815db58  805  fly                                                                                                                                                                                 
2018-04-17 08:02:33 a5ebe821  806  fly                                                                                                                                                                                 
2018-04-17 08:05:55 0ed113e6  807  fly                                                                                                                                                                                 
2018-04-17 08:38:36 7513540e  808  fly                                                                                                                                                                                 
2018-04-17 08:46:10 887d3fe2  809  fly                                                                                                                                                                                 
2018-04-17 08:47:06 c896573a  810  fly                                                                                                                                                                                 
2018-04-17 08:49:30 ce972826  811  fly                                                                                                                                                                                 
2018-04-17 08:50:26 2083ef38  812  fly                                                                                                                                                                                 
2018-04-17 08:53:54 a12c07a4  813  fly                                                                                                                                                                                 
2018-04-17 09:01:21 19ed5399  814  fly                                                                                                                                                                                 
2018-04-17 09:02:17 baedf408  815  fly                                                                                                                                                                                 
2018-04-17 09:03:03 f834ea64  816  fly                                                                                                                                                                                 
2018-04-17 09:07:31 73bfdc79  817  fly                                                                                                                                                                                 
2018-04-17 11:29:04 ad167eaf  818  fly                                                                                                                                                                                 
2018-04-17 11:29:54 5e69f680  819  fly                                                                                                                                                                                 
2018-04-17 15:08:21 edc993d5  820  fly                                                                                                                                                                                 
2018-04-17 15:15:58 26485c63  821  fly                                                                                                                                                                                 
2018-04-17 15:18:18 46eb73c7  822  fly                                                                                                                                                                                 
2018-04-17 15:23:48 d8d36067  823  fly                                                                                                                                                                                 
2018-04-17 15:29:26 df8404c9  824  fly                                                                                                                                                                                 
2018-04-17 15:31:22 94fbe9d6  825  fly                                                                                                                                                                                 
2018-04-17 15:33:04 1da00993  826  fly                                                                                                                                                                                 
2018-04-17 15:35:49 9fa89b05  827  fly                                                                                                                                                                                 
2018-04-17 15:44:54 4f79012a  828  fly                                                                                                                                                                                 
2018-04-17 15:54:10 e42079bd  829  fly                                                                                                                                                                                 
2018-04-17 15:54:57 bbf6311e  830  fly                                                                                                                                                                                 
2018-04-17 21:33:06 b41ce627  831  fly                                                                                                                                                                                 
2018-04-17 21:34:57 a09e5d70  832  fly                                                                                                                                                                                 
2018-04-18 10:16:30 7ac8236e  833  fly                                                                                                                                                                                 
2018-04-18 15:44:40 a6c74b51  834  fly                                                                                                                                                                                 
2018-04-18 15:48:30 6d03a2de  835  fly                                                                                                                                                                                 
2018-04-18 15:50:18 34426ca5  836  fly                                                                                                                                                                                 
2018-04-18 15:54:19 2de36631  837  fly                                                                                                                                                                                 
2018-04-18 15:59:03 06131756  838  fly                                                                                                                                                                                 
